,Clip Title,Link,Clarity of Example,Clarity of Example,Clip ID,Film or Series?,Film/Episode Title,Year of Release,Series Title (If Applicable),Start,Stop,Curator,Close-Up Code I,Close-Up Code II,Curator Notes,,Derived start frame,Derived end frame,manual start time,manual end time,frames per second,Note,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:18,3:24,EM,CU,,,,4752,4896,4707,4844,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:24,3:26,EM,CU,,,,4896,4944,4844,4895,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:26,3:30,EM,CU,,,,4944,5040,4895,5003,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:31,3:34,EM,CU,,,,5064,5136,5004,5077,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:38,3:41,EM,CU,,,,5232,5304,5174,5258,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:41,3:43,EM,CU,,,,5304,5352,5259,5305,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:43,3:47,EM,CU,,,,5352,5448,5306,5398,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,3:53,4:02,EM,CU,,,,5592,5808,5545,5748,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,4:02,4:10,EM,CU,,,,5808,6000,5749,5937,24,I DONT UNDERSTAND,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,4:10,4:16,EM,CU,,,,6000,6144,5938,6078,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,4:16,4:20,EM,CU,,,,6144,6240,6079,6177,24,,
,A Day at Mile 3.25 Tidal Inlet,,,3,1344,Film,Moonrise Kingdom,,,4:20,4:23,EM,CU,,,,6240,6312,6178,6255,24,,
,A Day at Mile 3.25 Tidal Inlet,,,4,1344,Film,Moonrise Kingdom,,,5:54,5:56,EM,CU,,,,8496,8544,8406,8449,24,"**Q: different shot: faces, legs",
,A Day at Mile 3.25 Tidal Inlet,,,4,1344,Film,Moonrise Kingdom,,,5:56,5:57,EM,CU,,,,8544,8568,8450,8489,24,,
,A Fake Proposal,http://kinolab.org/FilmClip.php?id=1402,,2,1402,Film,Way Down East,1920,,0:36,0:46,EM,CU,,,,1080,1380,1073,1372,30,,
,A Fake Proposal,,,2,1402,Film,Way Down East,,,1:02,1:08,EM,CU,,,,1860,2040,1862,2041,30,,
,A Fake Proposal,,,2,1402,Film,Way Down East,,,1:25,1:28,EM,CU,,,,2550,2640,2537,2640,30,,
,A Fake Proposal,,,2,1402,Film,Way Down East,,,1:54,1:59,EM,CU,,,,3420,3570,3420,3582,30,,
,A Fake Proposal,,,2,1402,Film,Way Down East,,,2:03,2:09,EM,CU,,,,3690,3870,3618,3861,30,,
,A Friendship,http://kinolab.org/FilmClip.php?id=1429,,2,1429,Film,Broken Blossoms,1919,,1:08,1:33,EM,CU,,,,2040,2790,2052,2781,30,,
,A Friendship,,,2,1429,Film,Broken Blossoms,,,1:39,1:57,EM,CU,,,,2970,3510,2959,3497,30,,
,A Friendship,,,2,1429,Film,Broken Blossoms,,,2:01,2:17,EM,CU,,,,3630,4110,3630,4093,30,,
,A Friendship,,,4,1429,Film,Broken Blossoms,,,2:20,2:24,EM,CU,,,,4200,4320,4196,4315,30,,
,A Friendship,,,2,1429,Film,Broken Blossoms,,,2:26,2:33,EM,CU,,,,4380,4590,4383,4583,30,,
,A Friendship,,,2,1429,Film,Broken Blossoms,,,2:37,2:48,EM,CU,,,,4710,5040,4702,5023,30,,
,A New Mission,http://kinolab.org/FilmClip.php?id=1421,,3,1421,Film,The Seas Beneath,1931,,0:06,0:10,EM,CUTRAN,CUEI,,,180,300,162,204,24,**Q,
,A New Mission,,,4,1421,Film,The Seas Beneath,,,0:11,0:19,EM,CUTRAN,CUEI,,,330,570,265,422,24,,
,A New Mission,,,3,1421,Film,The Seas Beneath,,,0:20,0:21,EM,CUTRAN,,,,600,630,478,488,24,,
,A New Mission,,,4,1421,Film,The Seas Beneath,,,0:22,0:36,EM,CUTRAN,CUEI,,,660,1080,533,841,24,,
,A New Mission,,,4,1421,Film,The Seas Beneath,,,0:37,0:47,EM,CUTRAN,CUEI,,,1110,1410,885,1129,24,,
,A Pretty Girl,http://kinolab.org/FilmClip.php?id=1152,Fair,3,1152,Film,Carrie,1976,,0:17,0:26,AC,CU,,,,510,780,503,787,30,,
,A Pretty Girl,,,4,1152,Film,Carrie,,,0:26,0:32,EM,CU,,"Some really good examples, but the subject switches back and forth, unsure of how AI would interpret the switching",,780,960,788,950,30,,
,A Pretty Girl,,,3,1152,Film,Carrie,,,0:32,0:34,EM,CU,,,,960,1020,951,1033,30,,
,A Pretty Girl,,,4,1152,Film,Carrie,,,0:34,0:41,EM,CU,,,,1020,1230,1034,1229,30,,
,A Pretty Girl,,,3,1152,Film,Carrie,,,0:41,0:51,EM,CU,,,,1230,1530,1230,1522,30,,
,A Pretty Girl,,,4,1152,Film,Carrie,,,0:51,0:56,EM,CU,,,,1530,1680,1523,1682,30,,
,A Pretty Girl,,,4,1152,Film,Carrie,,,1:46,1:48,EM,CUZ,,,,3180,3240,3211,3237,30,"** zooms in, wrote the frame when it stopped zooming in  ",
,A Visit from a Long Lost Friend,http://kinolab.org/FilmClip.php?id=924,Poor,4,924,Film,The Diving Bell and the Butterfly,2007,,0:00,0:01,EM,CU,,Possibly too complicated for AI,,0,24,0,15,24,,
,A Visit from a Long Lost Friend,,,2,924,Film,The Diving Bell and the Butterfly,,,0:13,0:59,EM,CU,,,,312,1416,295,1415,24,,
,A Visit from a Long Lost Friend,,,2,924,Film,The Diving Bell and the Butterfly,,,1:15,1:18,EM,CUR,,,,1800,1872,1779,1825,24,,
,A Visit from a Long Lost Friend,,,1,924,Film,The Diving Bell and the Butterfly,,,1:18,2:03,EM,SC,,Add CUR,,1872,2952,1872,2907,24,,
,A Visit from a Long Lost Friend,,,4,924,Film,The Diving Bell and the Butterfly,,,2:40,3:09,EM,CU,,,,3840,4536,3817,4496,24,,
,A Visit from a Long Lost Friend,,,2,924,Film,The Diving Bell and the Butterfly,,,3:09,3:10,EM,CU,,,,4536,4560,4496,4522,24,,
,A Visit to Papinou,http://kinolab.org/FilmClip.php?id=938,Fair,2,938,Film,The Diving Bell and the Butterfly,2007,,0:00,0:06,EM,CU,,,,0,180,0,159,24,,
,A Visit to Papinou,,,2,938,Film,The Diving Bell and the Butterfly,,,4:04,4:34,EM,CU,,"A close-up where the subjects face is right next to a photo of someone else's face, making it almost a two-shot but not quite",,7320,8220,5824,6530,24,,
,A Visit to Papinou,,,2,938,Film,The Diving Bell and the Butterfly,,,4:41,4:44,EM,SC,,,,8430,8520,6725,6790,24,,
,Adam and Camilla's Engagement Announcement,http://kinolab.org/FilmClip.php?id=1387,,1,1387,Film,Mulholland Drive,2001,,0:02,0:08,EM,CUT,,,,48,192,45,181,24,**24,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,0:52,1:18,EM,CUZ,,Add CUTRAN,,1248,1872,1235,1865,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,1:24,1:27,EM,SC,,,,2016,2088,2009,2086,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,2:23,2:25,EM,CU,,,,3432,3480,3431,3479,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,2:28,2:33,EM,CU,,,,4440,4590,3539,3672,24,,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,2:49,2:52,EM,SS,,,,5070,5160,4050,4130,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,2:56,2:58,EM,WS,,,,5280,5340,4218,4260,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,3:41,3:43,EM,CU,,,,6630,6690,5280,5332,24,,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,3:43,3:45,EM,CU,,,,6690,6750,5333,5391,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,3:45,3:46,EM,CU,,,,6750,6780,5392,5427,24,,
,Adam and Camilla's Engagement Announcement,,,4,1387,Film,Mulholland Drive,,,4:19,4:21,EM,CU,,,,7770,7830,6193,6295,24,,
,Adam and Camilla's Engagement Announcement,,,4,1387,Film,Mulholland Drive,,,4:30,4:32,EM,CU,,,,8100,8160,6470,6527,24,,
,Adam and Camilla's Engagement Announcement,,,4,1387,Film,Mulholland Drive,,,4:37,4:41,EM,CU,,,,8310,8430,6635,6731,24,,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,5:27,5:32,EM,CU,,,,9810,9960,7827,7964,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,5:59,6:01,EM,SS,,,,10770,10830,8605,8663,24,,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,6:02,6:06,EM,SC,,,,10860,10980,8688,8761,24,,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,6:13,6:15,EM,CU,,,,11190,11250,8949,8988,24,,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,6:50,6:53,EM,CU,,,,12300,12390,9814,9893,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,7:19,7:22,EM,CU,,,,13170,13260,10517,10599,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,7:22,7:24,EM,CU,,,,13260,13320,10600,10644,24,,
,Adam and Camilla's Engagement Announcement,,,3,1387,Film,Mulholland Drive,,,7:33,7:37,EM,CUTRAN,,,,13590,13710,10870,10959,24,,
,Adam and Camilla's Engagement Announcement,,,1,1387,Film,Mulholland Drive,,,7:39,7:42,EM,CU,,,,13770,13860,11002,11076,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,7:45,7:48,EM,CU,,,,13950,14040,11153,11227,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,7:53,7:55,EM,CU,,,,14190,14250,11322,11391,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:00,8:01,EM,CU,,,,14400,14430,11392,11587,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:04,8:06,EM,CU,,,,14520,14580,11588,11657,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:11,8:14,EM,CU,,,,14730,14820,11658,11767,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:18,8:23,EM,CU,,,,14940,15090,11768,11833,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:31,8:34,EM,CU,,,,15330,15420,11935,12054,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:34,8:40,EM,CU,,,,15420,15600,12236,12317,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:40,8:48,EM,CU,,,,15600,15840,12318,12455,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,8:59,9:02,EM,CU,,,,16170,16260,12456,12654,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,9:08,9:12,EM,CU,,,,16440,16560,12909,12989,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,9:15,9:18,EM,CU,,,,16650,16740,13137,13221,24,,
,Adam and Camilla's Engagement Announcement,,,2,1387,Film,Mulholland Drive,,,9:24,9:25,EM,CU,,,,16920,16950,13303,13376,24,,
,Adam and Camilla's Engagement Announcement,,,1,1387,Film,Mulholland Drive,,,9:28,9:29,EM,CU,,,,17040,17070,13503,13549,24,,
,Airplanes and Scouting,http://kinolab.org/FilmClip.php?id=147,Good,1,147,Film,For Whom the Bell Tolls,1943,,0:01,0:12,EM,SC,,,,24,288,20,293,24,,
,Airplanes and Scouting,,,2,147,Film,For Whom the Bell Tolls,,,1:46,1:53,EM,CU,,,,2544,2712,2545,2717,24,,
,Alan Gets Interrogated,http://kinolab.org/FilmClip.php?id=341,Good,2,341,Film,The Imitation Game,2014,,3:19,3:23,EM,CU,,,,4776,4872,4737,4841,24,,
,Alan's Medication,http://kinolab.org/FilmClip.php?id=342,Fair,3,342,Film,The Imitation Game,2014,,1:33,1:37,EM,CU,,,,2790,2910,2229,2336,24,,
,Alan's Medication,,,3,342,Film,The Imitation Game,,,1:40,2:10,EM,WS,,Unclear when the close-up ends due to Alan moving away from the camera and the rest of the backrground coming into focus. UPDATE: Subject withdraws into med-close up at 2:10,,3000,3900,2399,3140,24,,
,Alan's Medication,,,2,342,Film,The Imitation Game,,,4:35,5:04,EM,CU,,,,8250,9120,6596,7280,24,,
,Alan's Medication,,,1,342,Film,The Imitation Game,,,5:24,5:29,EM,CU,,,,9720,9870,7775,7884,24,,
,Alan's Medication,,,2,342,Film,The Imitation Game,,,5:29,5:32,EM,CUTRAN,,Unclear when the close-up ends due to a dissolve UPDATE: dissolve ends at 5:32,,9870,9960,7885,7948,24,,
,Alan's Medication,,,2,342,Film,The Imitation Game,,,5:57,6:02,EM,CU,,,,10710,10860,8550,8691,24,,
,An Army Passes,http://kinolab.org/FilmClip.php?id=149,Excellent,1,149,Film,For Whom the Bell Tolls,1943,,0:09,0:11,EM,CU,,,,270,330,207,275,24,,
,An Army Passes,,,2,149,Film,For Whom the Bell Tolls,,,0:11,0:14,EM,CU,,,,330,420,276,336,24,,
,An Army Passes,,,2,149,Film,For Whom the Bell Tolls,,,0:14,0:21,EM,CU,,,,420,630,337,495,24,,
,An Army Passes,,,1,149,Film,For Whom the Bell Tolls,,,0:30,0:33,EM,CU,,,,900,990,726,783,24,,
,An Army Passes,,,1,149,Film,For Whom the Bell Tolls,,,0:33,0:34,EM,CU,,,,990,1020,784,828,24,,
,An Army Passes,,,1,149,Film,For Whom the Bell Tolls,,,0:38,0:40,EM,CU,,,,1140,1200,900,959,24,,
,An Army Passes,,,1,149,Film,For Whom the Bell Tolls,,,0:40,0:42,EM,CU,,,,1200,1260,960,1008,24,,
,An Army Passes,,,2,149,Film,For Whom the Bell Tolls,,,0:46,0:48,EM,CU,,,,1380,1440,1095,1150,24,,
,An Army Passes,,,2,149,Film,For Whom the Bell Tolls,,,0:53,0:55,EM,CU,,,,1590,1650,1266,1330,24,,
,An Army Passes,,,1,149,Film,For Whom the Bell Tolls,,,1:12,1:15,EM,CU,,,,2160,2250,1728,1807,24,,
,An Army Passes,,,2,149,Film,For Whom the Bell Tolls,,,1:15,1:18,EM,CU,,,,2250,2340,1808,1861,24,,
,An Army Passes,,,1,149,Film,For Whom the Bell Tolls,,,1:18,1:20,EM,CU,,,,2340,2400,1862,1909,24,,
,An Army Passes,,,2,149,Film,For Whom the Bell Tolls,,,1:20,1:24,EM,CU,,,,2400,2520,1910,2008,24,,
,Ann and Diane Fight,http://kinolab.org/FilmClip.php?id=1440,,2,1440,Film,Our Dancing Daughters,1928,,0:27,0:29,EM,CU,,,,810,870,657,692,24,,
,Ann and Diane Fight,,,2,1440,Film,Our Dancing Daughters,,,0:31,0:34,EM,CU,,,,930,1020,744,803,24,,
,Ann and Diane Fight,,,2,1440,Film,Our Dancing Daughters,,,0:39,0:40,EM,CU,,,,1170,1200,936,967,24,,
,Ann and Diane Fight,,,2,1440,Film,Our Dancing Daughters,,,0:40,0:42,EM,CU,,,,1200,1260,968,1014,24,,
,Ann and Diane Fight,,,2,1440,Film,Our Dancing Daughters,,,0:59,1:00,EM,WS,,,,1770,1800,1406,1435,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,2:25,2:27,EM,CU,,,,4350,4410,3481,3533,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,2:30,2:33,EM,CU,,,,4500,4590,3601,3676,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,2:42,2:45,EM,WS,,,,4860,4950,3890,3960,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,3:01,3:03,EM,CU,,,,5430,5490,4329,4383,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,3:22,3:25,EM,CU,,,,6060,6150,4846,4917,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,3:25,3:29,EM,CU,,,,6150,6270,4918,5006,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,3:36,3:38,EM,CU,,,,6480,6540,5183,5221,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,3:52,3:55,EM,CU,,,,6960,7050,5565,5641,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,3:59,4:01,EM,CU,,,,7170,7230,5734,5781,24,,
,Ann and Diane Fight,,,3,1440,Film,Our Dancing Daughters,,,4:21,4:23,EM,CU,,,,7830,7890,6246,6315,24,,
,Ann on the Stairs,http://kinolab.org/FilmClip.php?id=1441,,2,1441,Film,Our Dancing Daughters,1928,,0:24,0:29,EM,CU,,,,720,870,566,693,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,0:31,0:33,EM,CU,,,,930,990,740,796,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,0:37,0:40,EM,CU,,,,1110,1200,884,970,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,0:46,0:48,EM,CU,,,,1380,1440,1101,1150,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,1:00,1:05,EM,CU,,,,1800,1950,1433,1566,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,1:11,1:13,EM,CU,,,,2130,2190,1699,1738,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,1:13,1:16,EM,CU,,,,2190,2280,1739,1823,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,1:16,1:18,EM,CU,,,,2280,2340,1824,1865,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,1:25,1:26,EM,CU,,,,2550,2580,2028,2061,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,1:31,1:34,EM,CU,,,,2730,2820,2176,2243,24,,
,Ann on the Stairs,,,2,1441,Film,Our Dancing Daughters,,,1:36,1:42,EM,CU,,,,2880,3060,2303,2446,24,,
,Anna and Giulia,http://kinolab.org/FilmClip.php?id=305,Good,3,305,Film,The Conformist,1970,,0:20,0:25,EM,CU,,Final close-up is difficult to find start due to racking focus,,600,750,481,607,24,,
,Anna and Giulia,,,2,305,Film,The Conformist,,,0:25,0:33,EM,CU,,,,750,990,607,794,24,,
,Anna and Giulia,,,2,305,Film,The Conformist,,,0:33,0:36,EM,SC,,,,990,1080,795,854,24,,
,Anna and Giulia,,,2,305,Film,The Conformist,,,0:36,0:42,EM,CU,,,,1080,1260,855,1018,24,,
,Anna and Giulia,,,1,305,Film,The Conformist,,,1:45,1:46,EM,CUR,,,,3150,3180,2519,2555,24,,
,Anna's Death,http://kinolab.org/FilmClip.php?id=307,Fair,1,307,Film,The Conformist,1970,,0:17,0:21,EM,SC,,"Close-ups are of two different characters on opposite sides of a car window, subjects are very close together and cover one another",,510,630,400,499,24,,
,Anna's Death,,,3,307,Film,The Conformist,,,0:21,0:26,EM,CU,,,,630,780,500,616,24,,
,Anna's Death,,,1,307,Film,The Conformist,,,0:26,0:29,EM,CU,,,,780,870,627,688,24,,
,Anna's Death,,,3,307,Film,The Conformist,,,0:36,0:39,EM,WS,,,,1080,1170,853,951,24,,
,Art Party,http://kinolab.org/FilmClip.php?id=332,Good,2,332,Film,The Great Beauty,2013,,0:16,0:17,EM,SC,,Brief two-shot between this and the lower/next close-up  for a moment as the camera captures both subjects in close-up,,480,510,385,453,24,,
,Art Party,,,2,332,Film,The Great Beauty,,,0:19,0:22,EM,SC,,,,570,660,455,517,24,,
,Art Party,,,3,332,Film,The Great Beauty,,,0:22,0:25,EM,CU,,,,660,750,518,592,24,,
,Art Party,,,2,332,Film,The Great Beauty,,,0:25,0:27,EM,CU,,,,750,810,593,647,24,,
,Art Party,,,1,332,Film,The Great Beauty,,,3:22,3:26,EM,CU,,,,6060,6180,4850,4940,24,,
,Art Party,,,2,332,Film,The Great Beauty,,,3:36,3:39,EM,CU,,,,6480,6570,5172,5255,24,,
,Art Party,,,1,332,Film,The Great Beauty,,,5:51,5:51,EM,CU,,,,10530,10530,8427,8436,24,,
,Art Party,,,1,332,Film,The Great Beauty,,,5:53,5:54,EM,SC,,,,10590,10620,8466,8489,24,,
,Art Party,,,1,332,Film,The Great Beauty,,,5:55,5:55,EM,CU,,,,10650,10650,8517,8521,24,,
,Art Party,,,2,332,Film,The Great Beauty,,,5:57,5:58,EM,SC,,,,10710,10740,8566,8589,24,,
,Art Party,,,1,332,Film,The Great Beauty,,,6:06,6:08,EM,SC,,,,10980,11040,8770,8946,24,,
,Art Party,,,3,332,Film,The Great Beauty,,,6:22,6:22,EM,CU,,,,11460,11460,9164,9198,24,,
,Art Party,,,2,332,Film,The Great Beauty,,,7:28,7:29,EM,SC,,Contains a mask.,,13440,13470,10750,10775,24,,
,Assassination of Lincoln,http://kinolab.org/FilmClip.php?id=74,Excellent,4,74,Film,The Birth of a Nation,1915,,0:52,0:55,AC,CU,,,,1560,1650,1548,1641,30,,
,At The Dog Pound,http://kinolab.org/FilmClip.php?id=1316,Good,2,1316,Film,Umberto D,1952,,3:45,3:47,EM,CU,,,,6750,6810,5259,5325,24,,
,At The Dog Pound,,,3,1316,Film,Umberto D,,,3:47,3:55,EM,CU,,Tentative end time due to a dissolve,,6810,7050,5327,5523,24,,
,At the Ruins and in the Car,http://kinolab.org/FilmClip.php?id=1294,Fair,1,1294,Film,A Special Day,2012,,0:00,0:03,EM,CU,,,,0,90,0,103,30,,
,At the Ruins and in the Car,,,4,1294,Film,A Special Day,,,0:23,0:29,EM,CU,,,,690,870,701,868,30,,
,At the Ruins and in the Car,,,1,1294,Film,A Special Day,,,0:46,0:50,EM,CU,,,,1380,1500,1365,1514,30,,
,At the Ruins and in the Car,,,2,1294,Film,A Special Day,,,1:45,1:52,EM,SC,,,,3150,3360,3146,3364,30,,
,Bang!,http://kinolab.org/FilmClip.php?id=1374,,2,1374,Film,The Great Train Robbery,1903,,0:00,0:06,EM,CU,,,,0,180,0,139,24,,
,Bath Scene,http://kinolab.org/FilmClip.php?id=1039,Fair,2,1039,Film,A Nightmare on Elm Street,1984,,0:48,0:49,EM,CU,,,,1440,1470,1432,1478,30,,
,Bath Scene,,,3,1039,Film,A Nightmare on Elm Street,,,2:45,2:47,EM,CU,,,,4950,5010,4948,5016,30,,
,Bell Tower,,,0,407,Film,Vertigo,,,0:14,0:16,EM,CU,,"Unclear when close-up begins and ends, **added CU annotation",,420,480,324,374,24,,
,Bell Tower,,,0,407,Film,Vertigo,,,0:25,0:26,EM,CU,,**added CU annotation,,750,780,598,623,24,,
,Bedtime For All Good Children,http://kinolab.org/FilmClip.php?id=1370,,2,1370,Film,Frances Ha,2013,,0:53,0:56,EM,CU,,,,1590,1680,1266,1323,24,,
,Bedtime For All Good Children,,,1,1370,Film,Frances Ha,,,0:56,1:00,EM,CU,,,,1680,1800,1324,1417,24,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,1:00,1:09,EM,CU,,,,1800,2070,1418,1639,24,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,4:29,4:35,EM,CU,,,,8070,8250,6390,6538,24,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,4:35,4:39,EM,CU,,,,8250,8370,6539,6638,24,,
,Bedtime For All Good Children,,,2,1370,Film,Frances Ha,,,4:39,4:44,EM,CU,,,,8370,8520,6639,6741,24,,
