Film Title,Clip Title, Clip ID,Frame Number,Image Name,Close-up code I
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,11664,trainset/CU/1387_011664.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,11782,trainset/CU/1387_011782.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,11939,trainset/CU/1387_011939.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,12259,trainset/CU/1387_012259.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,12387,trainset/CU/1387_012387.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,12462,trainset/CU/1387_012462.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,12962,trainset/CU/1387_012962.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,13183,trainset/CU/1387_013183.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,13353,trainset/CU/1387_013353.jpg,CUT
Mulholland Drive,Adam and Camilla's Engagement Announcement,1387,13540,trainset/CU/1387_013540.jpg,CUT
The Imitation Game,Alan Gets Interrogated,341,4749,trainset/CU/341_004749.jpg,CU
The Imitation Game,Alan's Medication,342,2316,trainset/CU/342_002316.jpg,CU
The Imitation Game,Alan's Medication,342,3021,trainset/CU/342_003021.jpg,CU
The Imitation Game,Alan's Medication,342,6896,trainset/CU/342_006896.jpg,CU
The Imitation Game,Alan's Medication,342,7790,trainset/CU/342_007790.jpg,CU
The Imitation Game,Alan's Medication,342,7886,trainset/CU/342_007886.jpg,CU
The Imitation Game,Alan's Medication,342,8638,trainset/CU/342_008638.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,252,trainset/CU/149_000252.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,327,trainset/CU/149_000327.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,768,trainset/CU/149_000768.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,793,trainset/CU/149_000793.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,907,trainset/CU/149_000907.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,978,trainset/CU/149_000978.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,1112,trainset/CU/149_001112.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,1326,trainset/CU/149_001326.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,1744,trainset/CU/149_001744.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,1815,trainset/CU/149_001815.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,1869,trainset/CU/149_001869.jpg,CU
For Whom the Bell Tolls,An Army Passes,149,1985,trainset/CU/149_001985.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,662,trainset/CU/1440_000662.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,786,trainset/CU/1440_000786.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,939,trainset/CU/1440_000939.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,1001,trainset/CU/1440_001001.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,1412,trainset/CU/1440_001412.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,3494,trainset/CU/1440_003494.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,3637,trainset/CU/1440_003637.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,3904,trainset/CU/1440_003904.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,4337,trainset/CU/1440_004337.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,4883,trainset/CU/1440_004883.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,4989,trainset/CU/1440_004989.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,5187,trainset/CU/1440_005187.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,5572,trainset/CU/1440_005572.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,5780,trainset/CU/1440_005780.jpg,CU
Our Dancing Daughters,Ann and Diane Fight,1440,6250,trainset/CU/1440_006250.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,607,trainset/CU/1441_000607.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,774,trainset/CU/1441_000774.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,922,trainset/CU/1441_000922.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,1146,trainset/CU/1441_001146.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,1549,trainset/CU/1441_001549.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,1725,trainset/CU/1441_001725.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,1788,trainset/CU/1441_001788.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,1834,trainset/CU/1441_001834.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,2032,trainset/CU/1441_002032.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,2177,trainset/CU/1441_002177.jpg,CU
Our Dancing Daughters,Ann on the Stairs,1441,2328,trainset/CU/1441_002328.jpg,CU
The Conformist,Anna and Giulia,305,541,trainset/CU/305_000541.jpg,CU
The Conformist,Anna and Giulia,305,745,trainset/CU/305_000745.jpg,CU
The Conformist,Anna and Giulia,305,837,trainset/CU/305_000837.jpg,CU
The Conformist,Anna and Giulia,305,955,trainset/CU/305_000955.jpg,CU
The Conformist,Anna and Giulia,305,2527,trainset/CU/305_002527.jpg,CU
The Conformist,Anna's Death,307,412,trainset/CU/307_000412.jpg,SC
The Conformist,Anna's Death,307,562,trainset/CU/307_000562.jpg,SC
The Conformist,Anna's Death,307,687,trainset/CU/307_000687.jpg,SC
The Conformist,Anna's Death,307,936,trainset/CU/307_000936.jpg,SC
The Great Beauty,Art Party,332,406,trainset/CU/332_000406.jpg,SC
The Great Beauty,Art Party,332,489,trainset/CU/332_000489.jpg,SC
The Great Beauty,Art Party,332,519,trainset/CU/332_000519.jpg,SC
The Great Beauty,Art Party,332,606,trainset/CU/332_000606.jpg,SC
The Great Beauty,Art Party,332,4878,trainset/CU/332_004878.jpg,SC
The Great Beauty,Art Party,332,5253,trainset/CU/332_005253.jpg,SC
The Great Beauty,Art Party,332,8429,trainset/CU/332_008429.jpg,SC
The Great Beauty,Art Party,332,8473,trainset/CU/332_008473.jpg,SC
The Great Beauty,Art Party,332,8520,trainset/CU/332_008520.jpg,SC
The Great Beauty,Art Party,332,8587,trainset/CU/332_008587.jpg,SC
The Great Beauty,Art Party,332,8773,trainset/CU/332_008773.jpg,SC
The Great Beauty,Art Party,332,9175,trainset/CU/332_009175.jpg,SC
The Great Beauty,Art Party,332,10763,trainset/CU/332_010763.jpg,SC
A Special Day,At the Ruins and in the Car,1294,35,trainset/CU/1294_000035.jpg,CU
A Special Day,At the Ruins and in the Car,1294,715,trainset/CU/1294_000715.jpg,CU
A Special Day,At the Ruins and in the Car,1294,1504,trainset/CU/1294_001504.jpg,CU
A Special Day,At the Ruins and in the Car,1294,3270,trainset/CU/1294_003270.jpg,CU
The Great Train Robbery,Bang!,1374,107,trainset/CU/1374_000107.jpg,CU
A Nightmare on Elm Street,Bath Scene,1039,1478,trainset/CU/1039_001478.jpg,CU
A Nightmare on Elm Street,Bath Scene,1039,4972,trainset/CU/1039_004972.jpg,CU
Breathless,Between Grief and Nothing,1330,382,trainset/CU/1330_000382.jpg,SC
Breathless,Between Grief and Nothing,1330,1408,trainset/CU/1330_001408.jpg,SC
Breathless,Between Grief and Nothing,1330,1779,trainset/CU/1330_001779.jpg,SC
Breathless,Between Grief and Nothing,1330,2045,trainset/CU/1330_002045.jpg,SC
Breathless,Between Grief and Nothing,1330,2140,trainset/CU/1330_002140.jpg,SC
Breathless,Between Grief and Nothing,1330,2354,trainset/CU/1330_002354.jpg,SC
Breathless,Between Grief and Nothing,1330,3579,trainset/CU/1330_003579.jpg,SC
Breathless,Between Grief and Nothing,1330,4189,trainset/CU/1330_004189.jpg,SC
Breathless,Between Grief and Nothing,1330,4380,trainset/CU/1330_004380.jpg,SC
Breathless,Between Grief and Nothing,1330,4881,trainset/CU/1330_004881.jpg,SC
Breathless,Between Grief and Nothing,1330,8445,trainset/CU/1330_008445.jpg,SC
Breathless,Between Grief and Nothing,1330,8571,trainset/CU/1330_008571.jpg,SC
Breathless,Between Grief and Nothing,1330,8787,trainset/CU/1330_008787.jpg,SC
Breathless,Between Grief and Nothing,1330,8978,trainset/CU/1330_008978.jpg,SC
Breathless,Between Grief and Nothing,1330,13509,trainset/CU/1330_013509.jpg,SC
The Searchers,Brad Learns of Lucy's Fate,388,863,trainset/CU/388_000863.jpg,CU
The Searchers,Brad Learns of Lucy's Fate,388,1041,trainset/CU/388_001041.jpg,CU
The Searchers,Brad Learns of Lucy's Fate,388,1262,trainset/CU/388_001262.jpg,CU
The Searchers,Brad Learns of Lucy's Fate,388,1711,trainset/CU/388_001711.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,696,trainset/CU/1249_000696.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,770,trainset/CU/1249_000770.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,1309,trainset/CU/1249_001309.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,1332,trainset/CU/1249_001332.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,1522,trainset/CU/1249_001522.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,1584,trainset/CU/1249_001584.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,1702,trainset/CU/1249_001702.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,1737,trainset/CU/1249_001737.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,2132,trainset/CU/1249_002132.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,2242,trainset/CU/1249_002242.jpg,CU
BlacKkKlansman,Butter Biscuit,1249,2290,trainset/CU/1249_002290.jpg,CU
Way Down East,Called by the River,1405,746,trainset/CU/1405_000746.jpg,CU
Way Down East,Called by the River,1405,3394,trainset/CU/1405_003394.jpg,CU
Way Down East,Called by the River,1405,3697,trainset/CU/1405_003697.jpg,CU
Way Down East,Called by the River,1405,4328,trainset/CU/1405_004328.jpg,CU
Way Down East,Called by the River,1405,7859,trainset/CU/1405_007859.jpg,CU
Way Down East,Called by the River,1405,8651,trainset/CU/1405_008651.jpg,CU
Way Down East,Called by the River,1405,9520,trainset/CU/1405_009520.jpg,CU
The Searchers,Calvary Massacre of the Comanches,387,915,trainset/CU/387_000915.jpg,CU
We Have a Pope,Cardinal Volleyball,1378,3301,trainset/CU/1378_003301.jpg,CU
We Have a Pope,Cardinal Volleyball,1378,4542,trainset/CU/1378_004542.jpg,CU
The Blot,Chicken for Dinner,1424,8596,trainset/CU/1424_008596.jpg,CUTRAN
The Blot,Chicken for Dinner,1424,10128,trainset/CU/1424_010128.jpg,CUTRAN
Eternal Sunshine of the Spotless Mind,Clementine the Tangerine,132,281,trainset/CU/132_000281.jpg,CU
Eternal Sunshine of the Spotless Mind,Clementine the Tangerine,132,303,trainset/CU/132_000303.jpg,CU
Eternal Sunshine of the Spotless Mind,Clementine the Tangerine,132,792,trainset/CU/132_000792.jpg,CU
Pan's Labryrinth,Closing Sequence,206,3169,trainset/CU/206_003169.jpg,CU
Pan's Labryrinth,Closing Sequence,206,3372,trainset/CU/206_003372.jpg,CU
Pan's Labryrinth,Closing Sequence,206,4088,trainset/CU/206_004088.jpg,CU
Pan's Labryrinth,Closing Sequence,206,5802,trainset/CU/206_005802.jpg,CU
Pan's Labryrinth,Closing Sequence,206,6762,trainset/CU/206_006762.jpg,CU
Pan's Labryrinth,Closing Sequence,206,6904,trainset/CU/206_006904.jpg,CU
Pan's Labryrinth,Closing Sequence,206,6990,trainset/CU/206_006990.jpg,CU
Pan's Labryrinth,Closing Sequence,206,7073,trainset/CU/206_007073.jpg,CU
Pan's Labryrinth,Closing Sequence,206,7288,trainset/CU/206_007288.jpg,CU
Pan's Labryrinth,Closing Sequence,206,7707,trainset/CU/206_007707.jpg,CU
Pan's Labryrinth,Closing Sequence,206,7762,trainset/CU/206_007762.jpg,CU
Pan's Labryrinth,Closing Sequence,206,9346,trainset/CU/206_009346.jpg,CU
Pan's Labryrinth,Closing Sequence,206,9443,trainset/CU/206_009443.jpg,CU
Pan's Labryrinth,Closing Sequence,206,10220,trainset/CU/206_010220.jpg,CU
Pan's Labryrinth,Closing Sequence,206,11117,trainset/CU/206_011117.jpg,CU
Pan's Labryrinth,Closing Sequence,206,11143,trainset/CU/206_011143.jpg,CU
Pan's Labryrinth,Closing Sequence,206,12063,trainset/CU/206_012063.jpg,CU
Pan's Labryrinth,Closing Sequence,206,12507,trainset/CU/206_012507.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,1,trainset/CU/1047_000001.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,359,trainset/CU/1047_000359.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,488,trainset/CU/1047_000488.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,1023,trainset/CU/1047_001023.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,1190,trainset/CU/1047_001190.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,1981,trainset/CU/1047_001981.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,2017,trainset/CU/1047_002017.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,2100,trainset/CU/1047_002100.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,2304,trainset/CU/1047_002304.jpg,CU
A Nightmare on Elm Street,Closing Sequence,1047,2603,trainset/CU/1047_002603.jpg,CU
Umberto D,Closing Sequence,1318,4331,trainset/CU/1318_004331.jpg,CU
Umberto D,Closing Sequence,1318,4705,trainset/CU/1318_004705.jpg,CU
Umberto D,Closing Sequence,1318,4900,trainset/CU/1318_004900.jpg,CU
Umberto D,Closing Sequence,1318,7862,trainset/CU/1318_007862.jpg,CU
Umberto D,Closing Sequence,1318,8037,trainset/CU/1318_008037.jpg,CU
Umberto D,Closing Sequence,1318,8069,trainset/CU/1318_008069.jpg,CU
Umberto D,Closing Sequence,1318,8092,trainset/CU/1318_008092.jpg,CU
Umberto D,Closing Sequence,1318,8115,trainset/CU/1318_008115.jpg,CU
Umberto D,Closing Sequence,1318,8133,trainset/CU/1318_008133.jpg,CU
Umberto D,Closing Sequence,1318,8143,trainset/CU/1318_008143.jpg,CU
Breathless,Closing Sequence,1323,498,trainset/CU/1323_000498.jpg,CU
Breathless,Closing Sequence,1323,3808,trainset/CU/1323_003808.jpg,CU
Breathless,Closing Sequence,1323,4239,trainset/CU/1323_004239.jpg,CU
Breathless,Closing Sequence,1323,4725,trainset/CU/1323_004725.jpg,CU
Breathless,Closing Sequence,1323,5391,trainset/CU/1323_005391.jpg,CU
Frances Ha,Closing Sequence,1366,16,trainset/CU/1366_000016.jpg,CU
Frances Ha,Closing Sequence,1366,136,trainset/CU/1366_000136.jpg,CU
Frances Ha,Closing Sequence,1366,4219,trainset/CU/1366_004219.jpg,CU
Frances Ha,Closing Sequence,1366,4649,trainset/CU/1366_004649.jpg,CU
Frances Ha,Closing Sequence,1366,6764,trainset/CU/1366_006764.jpg,CU
Frances Ha,Closing Sequence,1366,6836,trainset/CU/1366_006836.jpg,CU
Frances Ha,Closing Sequence,1366,6926,trainset/CU/1366_006926.jpg,CU
Frances Ha,Closing Sequence,1366,6977,trainset/CU/1366_006977.jpg,CU
Frances Ha,Closing Sequence,1366,7273,trainset/CU/1366_007273.jpg,CU
Frances Ha,Closing Sequence,1366,7304,trainset/CU/1366_007304.jpg,CU
Frances Ha,Closing Sequence,1366,7405,trainset/CU/1366_007405.jpg,CU
Frances Ha,Closing Sequence,1366,7760,trainset/CU/1366_007760.jpg,CU
Frances Ha,Closing Sequence,1366,7966,trainset/CU/1366_007966.jpg,CU
Mulholland Drive,Closing Sequence,1389,4,trainset/CU/1389_000004.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,1195,trainset/CU/1389_001195.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,1524,trainset/CU/1389_001524.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,1689,trainset/CU/1389_001689.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,2086,trainset/CU/1389_002086.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,2418,trainset/CU/1389_002418.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,2505,trainset/CU/1389_002505.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,2532,trainset/CU/1389_002532.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,2803,trainset/CU/1389_002803.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,2864,trainset/CU/1389_002864.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,2913,trainset/CU/1389_002913.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3469,trainset/CU/1389_003469.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3633,trainset/CU/1389_003633.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3643,trainset/CU/1389_003643.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3707,trainset/CU/1389_003707.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3721,trainset/CU/1389_003721.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3765,trainset/CU/1389_003765.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3790,trainset/CU/1389_003790.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,3825,trainset/CU/1389_003825.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,4848,trainset/CU/1389_004848.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,5090,trainset/CU/1389_005090.jpg,CUTRAN
Mulholland Drive,Closing Sequence,1389,5673,trainset/CU/1389_005673.jpg,CUTRAN
Inception,Cobb's Flashback,172,0,trainset/CU/172_000000.jpg,CU
Inception,Cobb's Flashback,172,535,trainset/CU/172_000535.jpg,CU
Inception,Cobb's Flashback,172,641,trainset/CU/172_000641.jpg,CU
Inception,Cobb's Flashback,172,1118,trainset/CU/172_001118.jpg,CU
Inception,Cobb's Flashback,172,1174,trainset/CU/172_001174.jpg,CU
Inception,Cobb's Flashback,172,1333,trainset/CU/172_001333.jpg,CU
Inception,Cobb's Flashback,172,1532,trainset/CU/172_001532.jpg,CU
Inception,Cobb's Flashback,172,1730,trainset/CU/172_001730.jpg,CU
Inception,Cobb's Flashback,172,1830,trainset/CU/172_001830.jpg,CU
Inception,Cobb's Flashback,172,1984,trainset/CU/172_001984.jpg,CU
Inception,Cobb's Flashback,172,2091,trainset/CU/172_002091.jpg,CU
Inception,Cobb's Flashback,172,2166,trainset/CU/172_002166.jpg,CU
Inception,Cobb's Flashback,172,2320,trainset/CU/172_002320.jpg,CU
Inception,Cobb's Flashback,172,2350,trainset/CU/172_002350.jpg,CU
Inception,Cobb's Flashback,172,2620,trainset/CU/172_002620.jpg,CU
Inception,Cobb's Flashback,172,2664,trainset/CU/172_002664.jpg,CU
Inception,Cobb's Flashback,172,2808,trainset/CU/172_002808.jpg,CU
Inception,Cobb's Flashback,172,2884,trainset/CU/172_002884.jpg,CU
