Image Title, Actual Label , Prediction I, Score I, Prediction II, Score II
242_002946.jpg,CU,non-CU,0.738783,CU,0.261217
136_000928.jpg,CU,non-CU,0.833395,CU,0.166605
144_003761.jpg,CU,non-CU,0.936372,CU,0.0636282
1316_005296.jpg,CU,CU,0.960346,non-CU,0.039654
1342_005145.jpg,CU,non-CU,0.578968,CU,0.421032
1349_004596.jpg,CU,non-CU,0.516861,CU,0.483139
1427_000671.jpg,CU,CU,0.935212,non-CU,0.0647877
1322_000946.jpg,CU,CU,0.988925,non-CU,0.0110751
344_003336.jpg,CU,CU,0.854489,non-CU,0.145511
56_003985.jpg,CU,CU,0.975335,non-CU,0.0246654
950_001801.jpg,CU,CU,0.969621,non-CU,0.0303792
242_003323.jpg,CU,CU,0.527078,non-CU,0.472922
56_006280.jpg,CU,CU,0.867898,non-CU,0.132102
144_002930.jpg,CU,non-CU,0.624318,CU,0.375682
31_002261.jpg,CU,non-CU,0.62828,CU,0.37172
366_001424.jpg,CU,non-CU,0.705351,CU,0.294649
144_003781.jpg,CU,CU,0.726474,non-CU,0.273526
1293_001781.jpg,CU,non-CU,0.660122,CU,0.339878
357_002096.jpg,CU,CU,0.854451,non-CU,0.145549
1427_002202.jpg,CU,CU,0.927672,non-CU,0.0723283
1349_002605.jpg,CU,CU,0.732504,non-CU,0.267496
950_002942.jpg,CU,CU,0.944614,non-CU,0.0553863
1442_004645.jpg,CU,non-CU,0.970439,CU,0.0295613
357_002151.jpg,CU,CU,0.559587,non-CU,0.440413
31_001923.jpg,CU,CU,0.952487,non-CU,0.0475124
1303_001915.jpg,CU,CU,0.767662,non-CU,0.232339
1391_007087.jpg,CU,CU,0.978118,non-CU,0.0218822
1316_005304.jpg,CU,CU,0.953757,non-CU,0.0462426
1380_010223.jpg,CU,non-CU,0.947873,CU,0.0521269
56_002797.jpg,CU,CU,0.72097,non-CU,0.27903
1382_000711.jpg,CU,non-CU,0.709655,CU,0.290345
1382_000807.jpg,CU,non-CU,0.728958,CU,0.271042
1324_002928.jpg,CU,CU,0.558797,non-CU,0.441203
1372_002536.jpg,CU,non-CU,0.998483,CU,0.00151698
344_000663.jpg,CU,CU,0.640986,non-CU,0.359014
1391_011406.jpg,CU,CU,0.895669,non-CU,0.104331
1370_006912.jpg,CU,non-CU,0.894591,CU,0.105409
144_002999.jpg,CU,CU,0.629204,non-CU,0.370796
1427_000358.jpg,CU,CU,0.98501,non-CU,0.0149896
357_006353.jpg,CU,CU,0.992417,non-CU,0.00758317
950_002266.jpg,CU,CU,0.802931,non-CU,0.197069
136_000955.jpg,CU,CU,0.522788,non-CU,0.477212
136_000867.jpg,CU,non-CU,0.938326,CU,0.0616736
1442_003603.jpg,CU,non-CU,0.841151,CU,0.158849
31_001079.jpg,CU,CU,0.624367,non-CU,0.375633
1322_001063.jpg,CU,CU,0.534304,non-CU,0.465696
1322_005763.jpg,CU,CU,0.94975,non-CU,0.0502497
56_006905.jpg,CU,CU,0.938623,non-CU,0.0613775
1391_011236.jpg,CU,CU,0.861039,non-CU,0.138961
407_000619.jpg,CU,non-CU,0.992865,CU,0.00713529
344_000658.jpg,CU,non-CU,0.590795,CU,0.409205
56_004905.jpg,CU,CU,0.705939,non-CU,0.294061
1388_001321.jpg,CU,non-CU,0.75788,CU,0.24212
685_000909.jpg,CU,CU,0.732995,non-CU,0.267005
1391_009102.jpg,CU,CU,0.99628,non-CU,0.00371959
1427_003461.jpg,CU,CU,0.668988,non-CU,0.331012
1322_006007.jpg,CU,CU,0.979223,non-CU,0.0207767
1391_007545.jpg,CU,CU,0.990017,non-CU,0.00998324
144_002107.jpg,CU,CU,0.669302,non-CU,0.330698
1427_003082.jpg,CU,CU,0.969895,non-CU,0.0301048
1427_003523.jpg,CU,CU,0.993363,non-CU,0.00663696
738_000417.jpg,CU,CU,0.639262,non-CU,0.360738
344_002375.jpg,CU,CU,0.599637,non-CU,0.400363
924_004372.jpg,CU,CU,0.901453,non-CU,0.0985467
738_000332.jpg,CU,CU,0.686821,non-CU,0.313179
215_003524.jpg,CU,CU,0.768394,non-CU,0.231607
146_000488.jpg,CU,non-CU,0.678788,CU,0.321212
1427_002324.jpg,CU,CU,0.949725,non-CU,0.050275
1427_002034.jpg,CU,CU,0.931591,non-CU,0.0684091
344_001906.jpg,CU,non-CU,0.616721,CU,0.383279
357_005955.jpg,CU,CU,0.995998,non-CU,0.00400235
1324_000810.jpg,CU,non-CU,0.676458,CU,0.323542
685_003978.jpg,CU,CU,0.603439,non-CU,0.396561
1427_000465.jpg,CU,CU,0.945741,non-CU,0.0542591
142_002935.jpg,CU,non-CU,0.856043,CU,0.143957
1349_000252.jpg,CU,non-CU,0.94814,CU,0.05186
1382_004332.jpg,CU,CU,0.637752,non-CU,0.362248
144_002651.jpg,CU,CU,0.676972,non-CU,0.323028
1322_001084.jpg,CU,CU,0.904892,non-CU,0.0951084
1391_008013.jpg,CU,CU,0.99835,non-CU,0.00164955
242_000677.jpg,CU,CU,0.633893,non-CU,0.366107
1370_009289.jpg,CU,CU,0.836121,non-CU,0.163879
1427_002521.jpg,CU,CU,0.942274,non-CU,0.0577261
31_002972.jpg,CU,CU,0.950447,non-CU,0.0495526
1427_003463.jpg,CU,CU,0.664614,non-CU,0.335386
1370_009272.jpg,CU,CU,0.821802,non-CU,0.178198
147_000050.jpg,CU,non-CU,0.56888,CU,0.43112
215_002897.jpg,CU,non-CU,0.645867,CU,0.354133
685_006903.jpg,CU,non-CU,0.509268,CU,0.490732
142_000514.jpg,CU,non-CU,0.926404,CU,0.0735961
31_003151.jpg,CU,CU,0.981444,non-CU,0.0185562
368_000550.jpg,CU,CU,0.649118,non-CU,0.350882
950_001078.jpg,CU,CU,0.979401,non-CU,0.0205992
1297_007018.jpg,CU,non-CU,0.671707,CU,0.328293
357_005343.jpg,CU,non-CU,0.925923,CU,0.0740772
738_000282.jpg,CU,non-CU,0.651852,CU,0.348148
1324_002896.jpg,CU,non-CU,0.832428,CU,0.167572
924_000445.jpg,CU,CU,0.856313,non-CU,0.143687
1382_003048.jpg,CU,CU,0.677713,non-CU,0.322287
56_007491.jpg,CU,CU,0.890942,non-CU,0.109058
1427_001331.jpg,CU,CU,0.953037,non-CU,0.0469626
1370_006701.jpg,CU,non-CU,0.833428,CU,0.166572
144_003211.jpg,CU,CU,0.546488,non-CU,0.453512
1307_002717.jpg,CU,CU,0.849359,non-CU,0.150641
1370_007540.jpg,CU,non-CU,0.949599,CU,0.0504006
1324_002827.jpg,CU,non-CU,0.545453,CU,0.454547
366_001826.jpg,CU,CU,0.549208,non-CU,0.450792
1382_000541.jpg,CU,non-CU,0.714041,CU,0.285959
242_002838.jpg,CU,CU,0.996348,non-CU,0.00365199
685_006699.jpg,CU,non-CU,0.79353,CU,0.20647
924_004223.jpg,CU,CU,0.96372,non-CU,0.0362797
1427_002618.jpg,CU,CU,0.893032,non-CU,0.106968
56_003822.jpg,CU,CU,0.933371,non-CU,0.0666293
1297_007043.jpg,CU,non-CU,0.931595,CU,0.0684054
738_000284.jpg,CU,non-CU,0.592374,CU,0.407626
1370_007009.jpg,CU,non-CU,0.86434,CU,0.13566
1322_004784.jpg,CU,non-CU,0.746277,CU,0.253723
1303_002211.jpg,CU,CU,0.947642,non-CU,0.0523581
56_002486.jpg,CU,CU,0.542575,non-CU,0.457425
1316_005342.jpg,CU,CU,0.945981,non-CU,0.0540194
146_000439.jpg,CU,non-CU,0.846472,CU,0.153528
924_002732.jpg,CU,non-CU,0.520384,CU,0.479616
1293_003601.jpg,CU,CU,0.60481,non-CU,0.39519
56_001944.jpg,CU,non-CU,0.603661,CU,0.396339
56_002802.jpg,CU,CU,0.580745,non-CU,0.419255
56_002511.jpg,CU,non-CU,0.556577,CU,0.443422
144_003057.jpg,CU,CU,0.769444,non-CU,0.230556
1322_006718.jpg,CU,CU,0.986612,non-CU,0.0133877
1293_003023.jpg,CU,non-CU,0.55233,CU,0.44767
242_001682.jpg,CU,CU,0.983473,non-CU,0.0165275
1372_002610.jpg,CU,non-CU,0.998947,CU,0.00105278
1349_000248.jpg,CU,non-CU,0.698408,CU,0.301592
1307_002184.jpg,CU,CU,0.996518,non-CU,0.0034818
1382_006861.jpg,CU,CU,0.735994,non-CU,0.264006
1388_001279.jpg,CU,non-CU,0.802526,CU,0.197474
368_000155.jpg,CU,CU,0.875802,non-CU,0.124198
1427_001669.jpg,CU,CU,0.997475,non-CU,0.00252482
685_001230.jpg,CU,CU,0.533652,non-CU,0.466348
31_003113.jpg,CU,CU,0.96641,non-CU,0.0335898
146_000497.jpg,CU,non-CU,0.710483,CU,0.289516
1307_000580.jpg,CU,non-CU,0.598368,CU,0.401632
56_004210.jpg,CU,CU,0.963746,non-CU,0.0362537
344_001891.jpg,CU,CU,0.520599,non-CU,0.479401
255_001421.jpg,CU,CU,0.895903,non-CU,0.104097
292_000015.jpg,CU,CU,0.945066,non-CU,0.054934
136_000487.jpg,CU,non-CU,0.74859,CU,0.25141
242_002877.jpg,CU,CU,0.995435,non-CU,0.00456532
1391_008254.jpg,CU,CU,0.921033,non-CU,0.0789672
1349_004436.jpg,CU,CU,0.983597,non-CU,0.0164027
1382_006784.jpg,CU,CU,0.723418,non-CU,0.276582
1324_003176.jpg,CU,CU,0.614941,non-CU,0.385059
1391_008914.jpg,CU,CU,0.994035,non-CU,0.00596542
147_002599.jpg,CU,CU,0.89406,non-CU,0.10594
1427_003278.jpg,CU,CU,0.924138,non-CU,0.0758624
1293_004354.jpg,CU,non-CU,0.894189,CU,0.105811
1391_011456.jpg,CU,CU,0.876027,non-CU,0.123973
924_000377.jpg,CU,CU,0.93542,non-CU,0.0645803
146_000496.jpg,CU,non-CU,0.691193,CU,0.308807
1297_007074.jpg,CU,non-CU,0.831265,CU,0.168735
1324_002450.jpg,CU,non-CU,0.864683,CU,0.135317
1370_007232.jpg,CU,non-CU,0.728765,CU,0.271235
1427_002449.jpg,CU,CU,0.808332,non-CU,0.191668
242_000367.jpg,CU,CU,0.97569,non-CU,0.0243096
685_002386.jpg,CU,CU,0.819149,non-CU,0.180851
56_005207.jpg,CU,CU,0.707204,non-CU,0.292796
142_000479.jpg,CU,CU,0.522856,non-CU,0.477144
1427_002394.jpg,CU,CU,0.992988,non-CU,0.00701226
56_004927.jpg,CU,CU,0.882801,non-CU,0.117199
685_003253.jpg,CU,CU,0.922372,non-CU,0.0776283
136_000686.jpg,CU,CU,0.96365,non-CU,0.0363502
7_000002.jpg,CU,CU,0.890235,non-CU,0.109765
344_000585.jpg,CU,CU,0.889526,non-CU,0.110474
292_001523.jpg,CU,CU,0.826295,non-CU,0.173705
255_001354.jpg,CU,CU,0.835407,non-CU,0.164593
1380_000839.jpg,CU,CU,0.973509,non-CU,0.026491
56_006785.jpg,CU,CU,0.975449,non-CU,0.0245509
1427_003459.jpg,CU,CU,0.731166,non-CU,0.268834
1307_002414.jpg,CU,CU,0.985478,non-CU,0.0145223
1427_002473.jpg,CU,CU,0.967644,non-CU,0.0323563
1293_004002.jpg,CU,CU,0.520637,non-CU,0.479363
1380_010594.jpg,CU,CU,0.781837,non-CU,0.218163
1382_002092.jpg,CU,CU,0.537496,non-CU,0.462504
215_002899.jpg,CU,non-CU,0.682503,CU,0.317497
56_002640.jpg,CU,CU,0.921176,non-CU,0.0788241
738_000407.jpg,CU,CU,0.567069,non-CU,0.432931
1382_004417.jpg,CU,non-CU,0.652531,CU,0.347469
924_004496.jpg,CU,CU,0.94037,non-CU,0.0596297
738_000511.jpg,CU,non-CU,0.778179,CU,0.221821
215_001731.jpg,CU,non-CU,0.766241,CU,0.233759
1297_007048.jpg,CU,non-CU,0.908509,CU,0.0914914
1380_001387.jpg,CU,CU,0.707534,non-CU,0.292466
1382_004423.jpg,CU,non-CU,0.576909,CU,0.423091
31_002337.jpg,CU,CU,0.798472,non-CU,0.201528
1297_007057.jpg,CU,non-CU,0.85257,CU,0.14743
1427_000934.jpg,CU,CU,0.920448,non-CU,0.0795521
1391_008191.jpg,CU,CU,0.847194,non-CU,0.152806
31_002824.jpg,CU,CU,0.947999,non-CU,0.0520008
1380_010709.jpg,CU,non-CU,0.775978,CU,0.224022
1391_011001.jpg,CU,CU,0.857059,non-CU,0.142941
56_005823.jpg,CU,CU,0.646202,non-CU,0.353798
1388_000976.jpg,CU,non-CU,0.757651,CU,0.242349
738_000037.jpg,CU,CU,0.555939,non-CU,0.444061
1391_009840.jpg,CU,CU,0.969327,non-CU,0.0306732
368_000515.jpg,CU,CU,0.923885,non-CU,0.0761155
738_000422.jpg,CU,non-CU,0.543018,CU,0.456982
1307_000530.jpg,CU,non-CU,0.653011,CU,0.346989
292_000014.jpg,CU,CU,0.941383,non-CU,0.0586173
1382_002083.jpg,CU,CU,0.828209,non-CU,0.171791
136_002154.jpg,CU,non-CU,0.961524,CU,0.0384757
1427_002294.jpg,CU,CU,0.588136,non-CU,0.411864
950_003396.jpg,CU,CU,0.943359,non-CU,0.0566409
407_000609.jpg,CU,non-CU,0.999043,CU,0.000957092
1303_002290.jpg,CU,CU,0.906358,non-CU,0.0936417
1322_005910.jpg,CU,CU,0.915859,non-CU,0.0841408
1427_002282.jpg,CU,CU,0.513931,non-CU,0.486069
1322_005781.jpg,CU,CU,0.949736,non-CU,0.0502643
738_000376.jpg,CU,non-CU,0.64061,CU,0.35939
1427_003257.jpg,CU,CU,0.969371,non-CU,0.0306288
31_000505.jpg,CU,CU,0.953174,non-CU,0.046826
1349_004592.jpg,CU,CU,0.875857,non-CU,0.124143
1427_003295.jpg,CU,CU,0.550848,non-CU,0.449152
136_000770.jpg,CU,non-CU,0.95415,CU,0.0458504
1427_001783.jpg,CU,non-CU,0.66289,CU,0.33711
56_004829.jpg,CU,CU,0.889219,non-CU,0.110781
1370_007362.jpg,CU,non-CU,0.87818,CU,0.12182
74_001594.jpg,CU,non-CU,0.848728,CU,0.151272
56_002388.jpg,CU,CU,0.626817,non-CU,0.373183
136_000970.jpg,CU,non-CU,0.929024,CU,0.070976
366_001507.jpg,CU,non-CU,0.76951,CU,0.23049
344_002355.jpg,CU,CU,0.50603,non-CU,0.49397
1427_003342.jpg,CU,CU,0.962649,non-CU,0.0373513
1342_001446.jpg,CU,non-CU,0.5741,CU,0.4259
1349_004601.jpg,CU,CU,0.589578,non-CU,0.410422
924_002595.jpg,CU,CU,0.731352,non-CU,0.268648
215_002822.jpg,CU,non-CU,0.885971,CU,0.114029
31_001545.jpg,CU,CU,0.595994,non-CU,0.404006
1322_006021.jpg,CU,CU,0.953183,non-CU,0.0468172
1382_000510.jpg,CU,non-CU,0.916862,CU,0.0831379
1380_001136.jpg,CU,CU,0.964558,non-CU,0.0354419
1427_003658.jpg,CU,CU,0.934604,non-CU,0.0653965
1427_003479.jpg,CU,CU,0.604144,non-CU,0.395856
31_000408.jpg,CU,CU,0.870104,non-CU,0.129896
1391_007266.jpg,CU,CU,0.836796,non-CU,0.163204
1380_010220.jpg,CU,non-CU,0.926355,CU,0.0736447
147_000064.jpg,CU,non-CU,0.518001,CU,0.481999
215_003522.jpg,CU,CU,0.771712,non-CU,0.228288
144_003803.jpg,CU,CU,0.650496,non-CU,0.349503
144_004017.jpg,CU,non-CU,0.989986,CU,0.0100136
1427_000493.jpg,CU,CU,0.989142,non-CU,0.0108583
1370_006561.jpg,CU,non-CU,0.827823,CU,0.172177
1391_010310.jpg,CU,CU,0.914454,non-CU,0.0855459
1427_002837.jpg,CU,CU,0.971575,non-CU,0.0284254
1391_007610.jpg,CU,CU,0.990435,non-CU,0.00956526
144_003824.jpg,CU,CU,0.706811,non-CU,0.293189
357_001956.jpg,CU,non-CU,0.971828,CU,0.0281723
1427_003263.jpg,CU,non-CU,0.764518,CU,0.235482
1322_006389.jpg,CU,CU,0.964463,non-CU,0.0355373
1349_002612.jpg,CU,CU,0.828792,non-CU,0.171208
147_000277.jpg,CU,CU,0.515006,non-CU,0.484994
1307_002848.jpg,CU,CU,0.944271,non-CU,0.0557288
1427_003592.jpg,CU,CU,0.951373,non-CU,0.048627
136_000732.jpg,CU,non-CU,0.976678,CU,0.0233218
31_002987.jpg,CU,CU,0.646364,non-CU,0.353636
1322_006110.jpg,CU,CU,0.957274,non-CU,0.0427258
255_000321.jpg,CU,CU,0.546351,non-CU,0.453649
1380_011235.jpg,CU,non-CU,0.980384,CU,0.0196156
56_002656.jpg,CU,non-CU,0.558016,CU,0.441984
74_001634.jpg,CU,non-CU,0.969103,CU,0.030897
1370_001297.jpg,CU,CU,0.665734,non-CU,0.334266
1324_002312.jpg,CU,non-CU,0.969502,CU,0.0304977
1391_011629.jpg,CU,non-CU,0.563189,CU,0.436811
1427_003411.jpg,CU,CU,0.958235,non-CU,0.0417649
1316_005307.jpg,CU,CU,0.988598,non-CU,0.0114024
1380_001344.jpg,CU,CU,0.630612,non-CU,0.369388
1307_001816.jpg,CU,CU,0.646264,non-CU,0.353736
144_004364.jpg,CU,CU,0.680164,non-CU,0.319836
31_001546.jpg,CU,non-CU,0.617848,CU,0.382152
1427_001880.jpg,CU,CU,0.977041,non-CU,0.0229585
1322_000871.jpg,CU,CU,0.993622,non-CU,0.00637825
144_002077.jpg,CU,CU,0.784745,non-CU,0.215255
1427_002639.jpg,CU,CU,0.961027,non-CU,0.0389733
1293_004309.jpg,CU,non-CU,0.869042,CU,0.130958
7_000003.jpg,CU,CU,0.920145,non-CU,0.0798552
1427_001401.jpg,CU,non-CU,0.731042,CU,0.268958
366_001946.jpg,CU,non-CU,0.574788,CU,0.425212
685_003357.jpg,CU,CU,0.9803,non-CU,0.0197003
1427_003458.jpg,CU,CU,0.827315,non-CU,0.172685
146_001576.jpg,CU,non-CU,0.666845,CU,0.333155
74_001600.jpg,CU,non-CU,0.780586,CU,0.219414
1372_000117.jpg,CU,CU,0.552339,non-CU,0.447661
738_000101.jpg,CU,CU,0.655923,non-CU,0.344077
144_003890.jpg,CU,non-CU,0.944152,CU,0.0558481
1342_001423.jpg,CU,CU,0.666814,non-CU,0.333186
1293_001256.jpg,CU,CU,0.635476,non-CU,0.364524
31_002792.jpg,CU,CU,0.921613,non-CU,0.0783871
7_000000.jpg,CU,CU,0.902557,non-CU,0.0974433
144_003986.jpg,CU,CU,0.68199,non-CU,0.318009
1307_002393.jpg,CU,CU,0.98794,non-CU,0.0120598
1322_006039.jpg,CU,CU,0.985113,non-CU,0.0148874
31_001526.jpg,CU,CU,0.899874,non-CU,0.100126
1427_000595.jpg,CU,CU,0.979843,non-CU,0.0201574
292_000001.jpg,CU,CU,0.95424,non-CU,0.0457604
1442_002136.jpg,CU,non-CU,0.955262,CU,0.0447383
1322_000883.jpg,CU,CU,0.993903,non-CU,0.0060967
357_002212.jpg,CU,CU,0.909596,non-CU,0.090404
1382_003285.jpg,CU,CU,0.824337,non-CU,0.175663
1427_003391.jpg,CU,CU,0.787297,non-CU,0.212703
357_002254.jpg,CU,non-CU,0.554887,CU,0.445113
1324_003178.jpg,CU,CU,0.537188,non-CU,0.462812
1427_003262.jpg,CU,CU,0.536222,non-CU,0.463778
56_005512.jpg,CU,CU,0.720386,non-CU,0.279614
1427_001022.jpg,CU,CU,0.66171,non-CU,0.33829
1380_000654.jpg,CU,CU,0.955775,non-CU,0.0442247
357_001938.jpg,CU,non-CU,0.984595,CU,0.0154045
1427_000185.jpg,CU,CU,0.856707,non-CU,0.143294
1427_000753.jpg,CU,CU,0.889378,non-CU,0.110622
1316_005471.jpg,CU,CU,0.960264,non-CU,0.0397363
292_000821.jpg,CU,CU,0.93202,non-CU,0.0679797
56_004370.jpg,CU,CU,0.855746,non-CU,0.144254
1324_003755.jpg,CU,CU,0.716523,non-CU,0.283477
1391_008765.jpg,CU,CU,0.989234,non-CU,0.0107658
146_001626.jpg,CU,non-CU,0.717348,CU,0.282652
738_000218.jpg,CU,CU,0.778692,non-CU,0.221308
56_002761.jpg,CU,CU,0.760704,non-CU,0.239296
1382_004108.jpg,CU,CU,0.875827,non-CU,0.124173
1388_001573.jpg,CU,CU,0.793552,non-CU,0.206448
685_004456.jpg,CU,CU,0.540576,non-CU,0.459424
368_000111.jpg,CU,non-CU,0.549581,CU,0.450419
1342_003708.jpg,CU,CU,0.98262,non-CU,0.0173801
1303_001925.jpg,CU,CU,0.899202,non-CU,0.100798
1322_006474.jpg,CU,CU,0.972384,non-CU,0.0276156
144_001948.jpg,CU,CU,0.724252,non-CU,0.275748
1442_000058.jpg,CU,non-CU,0.571114,CU,0.428886
1427_001705.jpg,CU,CU,0.991824,non-CU,0.00817579
1370_007751.jpg,CU,non-CU,0.891263,CU,0.108737
255_000504.jpg,CU,non-CU,0.892459,CU,0.107541
1297_007011.jpg,CU,non-CU,0.776398,CU,0.223602
368_000164.jpg,CU,CU,0.95547,non-CU,0.0445301
74_001623.jpg,CU,non-CU,0.977247,CU,0.0227532
1391_008435.jpg,CU,CU,0.989765,non-CU,0.0102352
1322_001202.jpg,CU,CU,0.934634,non-CU,0.0653656
56_002589.jpg,CU,CU,0.866439,non-CU,0.133561
146_001780.jpg,CU,non-CU,0.686591,CU,0.313409
1382_002925.jpg,CU,CU,0.750736,non-CU,0.249265
144_001190.jpg,CU,non-CU,0.619629,CU,0.380371
31_002818.jpg,CU,CU,0.849129,non-CU,0.150871
1427_003164.jpg,CU,CU,0.981362,non-CU,0.0186382
242_003271.jpg,CU,CU,0.647682,non-CU,0.352318
1297_007033.jpg,CU,non-CU,0.67539,CU,0.32461
1427_003226.jpg,CU,CU,0.995953,non-CU,0.00404689
1382_004623.jpg,CU,CU,0.996817,non-CU,0.0031832
56_002105.jpg,CU,CU,0.808116,non-CU,0.191884
738_000076.jpg,CU,CU,0.530415,non-CU,0.469585
56_002350.jpg,CU,non-CU,0.592963,CU,0.407037
1342_005111.jpg,CU,non-CU,0.562293,CU,0.437707
1427_001107.jpg,CU,CU,0.762808,non-CU,0.237192
407_000605.jpg,CU,non-CU,0.999378,CU,0.000621471
1388_001261.jpg,CU,CU,0.807402,non-CU,0.192598
1303_000793.jpg,CU,non-CU,0.750826,CU,0.249174
142_000613.jpg,CU,non-CU,0.557507,CU,0.442493
7_000005.jpg,CU,CU,0.908172,non-CU,0.0918277
1427_003206.jpg,CU,CU,0.98344,non-CU,0.0165602
215_003203.jpg,CU,non-CU,0.853361,CU,0.146639
31_001563.jpg,CU,non-CU,0.706686,CU,0.293314
242_000006.jpg,CU,CU,0.796683,non-CU,0.203316
1342_004897.jpg,CU,CU,0.545355,non-CU,0.454645
407_000365.jpg,CU,non-CU,0.999464,CU,0.000536158
1322_006596.jpg,CU,CU,0.988514,non-CU,0.0114861
1427_003500.jpg,CU,CU,0.629249,non-CU,0.370751
146_001593.jpg,CU,non-CU,0.658481,CU,0.341519
924_001787.jpg,CU,CU,0.818377,non-CU,0.181623
1372_000131.jpg,CU,CU,0.503501,non-CU,0.496499
242_002892.jpg,CU,CU,0.992209,non-CU,0.00779113
1349_002360.jpg,CU,CU,0.812492,non-CU,0.187508
242_000341.jpg,CU,CU,0.91254,non-CU,0.0874597
1293_003660.jpg,CU,non-CU,0.632953,CU,0.367047
1322_005734.jpg,CU,CU,0.959849,non-CU,0.0401507
1380_010482.jpg,CU,CU,0.767554,non-CU,0.232446
924_000004.jpg,CU,CU,0.977663,non-CU,0.0223365
56_002555.jpg,CU,CU,0.630721,non-CU,0.369279
1427_003242.jpg,CU,CU,0.974693,non-CU,0.0253072
738_000540.jpg,CU,non-CU,0.66575,CU,0.33425
1303_010344.jpg,CU,non-CU,0.86415,CU,0.13585
215_002809.jpg,CU,non-CU,0.967029,CU,0.0329715
1316_005360.jpg,CU,CU,0.980635,non-CU,0.0193645
147_000289.jpg,CU,CU,0.596219,non-CU,0.403781
144_001416.jpg,CU,CU,0.650619,non-CU,0.349381
142_000788.jpg,CU,CU,0.811729,non-CU,0.188271
1427_002195.jpg,CU,CU,0.968198,non-CU,0.0318016
1427_001559.jpg,CU,CU,0.998012,non-CU,0.00198786
1442_003967.jpg,CU,non-CU,0.758566,CU,0.241434
215_002066.jpg,CU,non-CU,0.78578,CU,0.21422
144_002553.jpg,CU,CU,0.572274,non-CU,0.427726
1307_001928.jpg,CU,CU,0.996427,non-CU,0.00357333
1442_001822.jpg,CU,non-CU,0.695976,CU,0.304024
1342_003625.jpg,CU,non-CU,0.730691,CU,0.269309
366_001713.jpg,CU,non-CU,0.688062,CU,0.311938
1391_009319.jpg,CU,CU,0.992202,non-CU,0.00779787
142_002853.jpg,CU,non-CU,0.636253,CU,0.363747
407_000344.jpg,CU,non-CU,0.996712,CU,0.00328764
368_000102.jpg,CU,non-CU,0.536027,CU,0.463973
1342_003657.jpg,CU,CU,0.983764,non-CU,0.0162361
1382_001810.jpg,CU,CU,0.519088,non-CU,0.480912
136_002279.jpg,CU,non-CU,0.827459,CU,0.172541
738_000189.jpg,CU,CU,0.660387,non-CU,0.339613
1303_001494.jpg,CU,non-CU,0.926701,CU,0.0732991
1427_000948.jpg,CU,CU,0.58404,non-CU,0.41596
950_003562.jpg,CU,CU,0.603302,non-CU,0.396698
1427_001259.jpg,CU,CU,0.501974,non-CU,0.498026
146_001775.jpg,CU,non-CU,0.793647,CU,0.206353
1391_009542.jpg,CU,CU,0.932282,non-CU,0.0677184
144_003260.jpg,CU,non-CU,0.663414,CU,0.336586
31_003011.jpg,CU,CU,0.969995,non-CU,0.0300049
144_002432.jpg,CU,non-CU,0.816634,CU,0.183366
1388_000025.jpg,CU,CU,0.963715,non-CU,0.0362853
950_002604.jpg,CU,CU,0.621405,non-CU,0.378595
1370_001346.jpg,CU,non-CU,0.914777,CU,0.0852233
